DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytesPerSecond,FlowPacketsPerSecond,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,FwdHeaderLength,BwdHeaderLength,FwdPacketsPerSecond,BwdPacketsPerSecond,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,DownUpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdAvgBytesPerBulk,FwdAvgPacketsPerBulk,FwdAvgBulkRate,BwdAvgBytesPerBulk,BwdAvgPacketsPerBulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,InitWinBytesForward,InitWinBytesBackward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,ActDataPktFwd,MinSegSizeForward,Protocol,Label
21,20301,48,62,2815,6492,1138,84,611,31,441,73,257,46,18948,143,7837,2161,20546,29,98130,6802,4981,34059,49,73287,3847,4015,30899,23,0,1,0,0,1,0,0,12,20,0,0,0,28,32,10,98,98,1122,610,83,6889,0,355,809,967,1463,73,7837,7767,77,6631,45,3478,13,2910,22403,26944,67121,4716,369529,606,35033,6825,32415,315,43,31,6,FTP-Patator
10470,132346,90,29,9141,8448,868,42,455,98,1353,78,715.5,56,4205,36,5168,3125,47070,11,91894,7876,682,1194,66,96053,7414,1750,45301,91,0,1,0,0,1,0,1,0,5,0,0,0,46,59,71,13,97,1215,656,51,2601,9,332,387,535,7747,21,4916,1818,59,371,42,797,39,1302,35679,31282,34096,5125,450803,535,29735,1510,300061,933,24,65,6,Bot
21,47163,52,69,4094,12737,998,66,532,57,761,98,429.5,25,11789,138,8931,3920,32537,21,30173,5877,893,1999,95,30101,2609,2116,3538,45,1,0,0,0,1,1,0,27,20,0,0,0,39,40,81,88,50,1099,574.5,86,7396,6,417,758,974,239,26,4719,7533,93,6308,1,2140,21,179,15980,15361,18057,1362,208595,710,77730,3961,335086,822,17,30,6,FTP-Patator
80,997,126,1,46766,88,1497,42,769.5,38,622,60,341,14,196826,1735,7963,2699,29333,34,31482,9943,2751,44684,66,49246,9849,4062,18394,69,0,0,0,0,1,175,1,1,4,0,0,0,27,51,60,37,74,1107,590.5,74,5476,9,471,949,437,3012,33,5477,5060,13,5712,33,2038,39,1228,38959,48391,4664,1124,310291,968,22626,2986,192250,624,21,42,6,DoS Hulk
432,45204,6,39,890,4182,274,49,161.5,53,1164,68,616,64,6302,12,2014,1052,32987,1,97449,9434,203,18927,96,85549,9336,620,28852,19,1,0,0,0,0,0,1,0,7,0,0,0,53,25,19,53,47,1384,715.5,173,29929,2,156,677,569,2852,80,8345,2485,84,4343,9,2257,49,2541,9195,50565,45393,4212,479267,269,2935,6088,247637,181,41,98,6,BENIGN
80,630,795,5,57444,685,334,46,190,71,1083,88,585.5,60,271736,988,528,282,2823,1,71206,3117,2824,22076,7,85252,4061,2321,25738,59,0,1,0,0,1,60,1,4,3,0,0,0,41,33,9,95,83,1164,623.5,154,23716,9,810,244,322,4950,33,8717,1798,23,831,16,1726,45,1956,28904,61114,63765,183,210773,414,61614,6813,358805,668,7,38,6,DDoS
80,19481,48,43,13685,48990,424,76,250,74,1107,95,601,35,29125,80,1853,2463,27222,42,83250,2697,1786,18457,65,42197,7093,4822,17020,88,1,0,0,0,1,0,1,13,6,0,0,0,59,42,49,73,98,1277,687.5,125,15625,7,129,982,312,1321,5,6827,8618,28,9166,6,3319,22,3634,56638,60574,26847,5388,131805,245,4272,860,366798,777,14,65,6,Web Attack - XSS
80,1498,794,5,53399,72,845,76,460.5,13,197,58,127.5,49,379110,1883,3129,1353,49975,90,51288,7112,2369,28427,32,2416,7217,3120,14359,95,0,1,0,0,0,57,1,4,1,0,0,0,37,41,66,55,65,1451,758,187,34969,4,514,323,528,40,99,4694,2216,3,1355,31,459,18,1113,57030,63407,88881,4058,222198,289,34435,7283,232616,565,38,56,6,DoS Hulk
265,24649,15,28,1319,2220,192,45,118.5,52,1019,41,530,52,6809,32,6310,700,26642,3,10927,7896,2783,27366,12,61438,612,4744,25462,92,1,0,0,0,1,1,0,0,1,0,0,0,40,20,10,21,41,1186,613.5,115,13225,8,550,929,145,2722,18,1178,2030,39,2572,7,1725,9,3343,38349,49547,66827,8090,250112,661,35835,9733,71727,631,23,38,6,Infiltration
323,35116,11,43,2635,3740,652,87,369.5,41,401,92,246.5,80,8003,85,1569,4749,46279,47,74038,475,1568,20233,47,35229,1884,262,6599,65,0,0,0,0,0,1,0,0,0,0,0,0,24,57,82,27,81,1173,627,58,3364,6,615,992,106,1563,74,4560,458,33,9355,34,4322,11,2253,29369,42601,65668,5653,294091,712,62140,2844,438949,799,34,55,6,Infiltration
291,26141,7,29,3435,1933,495,70,282.5,36,287,86,186.5,41,8315,70,9555,3599,7460,3,59889,7175,796,17161,32,88646,8339,3467,35477,91,1,0,0,0,1,0,0,0,2,0,0,0,46,29,22,34,68,1499,783.5,87,7569,6,630,217,427,1471,35,6287,9310,84,2112,8,4848,12,4084,28539,12340,1923,1014,38884,594,84911,2595,466853,177,35,97,6,Infiltration
80,521,290,4,19935,735,877,74,475.5,29,641,96,368.5,69,438408,2518,7449,4403,22132,4,64404,1902,3736,36579,91,79135,1855,4286,5263,7,0,0,0,0,0,183,0,3,0,0,0,0,43,50,76,82,74,1109,591.5,81,6561,7,838,557,672,4411,83,5166,7244,34,4409,41,3270,18,1200,33148,27489,16857,4643,83317,699,50072,3662,157852,697,46,90,6,DDoS
80,40310,69,11,22052,26078,976,55,515.5,64,260,44,152,56,47912,288,3321,827,17401,7,89004,5648,404,7333,43,55958,4398,4196,24097,24,1,0,0,0,0,1,0,12,17,0,0,0,23,33,98,83,53,1275,664,179,32041,0,412,130,530,7432,40,3818,9136,76,298,10,4470,46,3353,53720,8247,77351,527,362981,38,74277,5408,296718,823,2,29,6,Web Attack - XSS
80,16963,53,26,11681,21548,1230,66,648,16,881,50,465.5,84,23121,214,8246,3075,25388,89,16554,8011,3166,17849,12,13496,4702,4961,7687,64,0,1,0,0,1,1,1,13,18,0,0,0,28,27,59,17,96,1416,756,90,8100,2,745,310,873,1824,45,4919,2114,25,8206,35,3718,42,1187,32930,14789,98030,9550,15079,702,70306,1508,39193,23,45,52,6,Web Attack - XSS
46555,72,2,0,54,29,1380,52,716,18,388,99,243.5,84,471,158,5718,184,5501,80,57375,2729,3882,12155,59,51782,6339,1692,24154,45,1,0,0,0,0,1,1,1,7,0,0,0,35,45,29,5,68,1049,558.5,147,21609,9,319,379,455,7611,60,1765,2749,31,6983,30,2134,25,2146,49517,33787,50940,1723,228566,64,93910,4772,362702,901,23,97,6,PortScan
428,9814,27,46,4500,4582,176,83,129.5,95,269,58,163.5,68,2935,83,5911,1598,42099,67,39054,5920,3960,33769,90,53697,358,4803,31022,86,1,1,0,0,0,0,0,0,2,0,0,0,50,56,44,56,72,1357,714.5,119,14161,2,213,537,977,8308,99,2469,1520,88,5462,40,923,22,1764,63710,33531,67687,5020,180124,454,25811,2985,102360,964,44,94,6,BENIGN
23015,321542,80,41,7625,8722,1348,58,703,30,171,62,116.5,10,2863,17,8762,1052,39524,48,67638,9027,3528,44701,9,73833,3712,2865,25966,26,0,1,0,0,0,0,1,3,8,0,0,0,26,34,51,83,74,1197,635.5,147,21609,3,961,201,653,2284,2,4039,213,46,7510,45,737,43,3284,25579,64000,82788,3934,307011,942,69348,4545,279025,48,49,33,6,Bot
21,35530,54,46,16714,6225,841,51,446,80,1093,55,574,69,14601,174,751,2356,42398,6,68305,1439,4608,46442,2,9017,7340,2322,37974,5,0,1,0,0,1,1,1,48,17,0,0,0,31,54,23,75,48,1480,764,116,13456,1,110,118,291,4717,48,3152,9024,0,5461,3,3476,8,1233,19337,21133,11604,1999,482799,363,76067,5060,167359,736,25,39,6,FTP-Patator
292,19896,41,5,4645,2607,533,71,302,86,185,86,135.5,95,1287,13,9965,503,13430,52,89326,4987,1330,12042,39,41099,9907,1818,25240,23,0,1,0,0,1,1,0,4,5,0,0,0,36,55,54,74,75,1170,622.5,199,39601,9,115,646,796,5799,85,7045,4610,93,5816,4,4267,44,611,55804,18651,1100,1329,480532,737,84064,3658,405344,415,2,65,6,BENIGN
366,79221,17,41,2045,1131,648,54,351,89,748,62,405,33,5161,45,1860,1313,48392,13,71625,195,4407,44845,84,52102,6496,2818,39433,14,0,0,0,0,0,1,1,2,4,0,0,0,50,44,8,1,78,1243,660.5,77,5929,3,928,952,144,714,88,1079,5833,41,3761,27,2412,7,4057,41011,13492,26271,4180,401908,929,16882,8953,474047,772,8,83,6,BENIGN
80,4518,366,4,52023,983,892,80,486,41,422,81,251.5,32,128374,2432,7627,361,5991,30,84974,2898,2701,39412,95,63734,7791,746,10466,66,0,1,0,0,1,196,0,0,7,0,0,0,39,37,42,48,94,1146,620,103,10609,9,975,125,878,7885,98,3592,3791,75,9540,22,1907,35,216,48356,22957,3677,8797,66111,773,30272,1265,175715,843,34,88,6,DoS Hulk
80,43442,93,23,6161,5153,1449,54,751.5,47,151,50,100.5,62,14096,233,6807,4560,26803,57,79216,9371,105,30108,90,63924,2057,1920,25218,99,1,1,0,0,0,0,0,11,7,0,0,0,51,52,10,34,77,1202,639.5,105,11025,9,323,865,229,6411,28,4326,8115,80,2407,35,3623,44,1531,10325,26346,37529,714,417538,573,86643,3360,133790,390,40,86,6,Web Attack - XSS
80,4670,557,5,27055,792,785,52,418.5,96,772,66,419,60,346249,4682,5778,3997,19779,52,89238,7047,2692,40717,37,2070,4446,3246,31526,69,0,0,0,0,0,121,0,2,6,0,0,0,22,58,7,67,73,1251,662,124,15376,0,259,216,391,5365,59,4607,3270,34,7117,23,4472,36,386,33280,58244,55094,2193,324733,117,66605,1309,78612,493,37,32,6,DDoS
187,24855,14,26,3453,2972,890,55,472.5,26,668,60,364,87,5919,92,3876,2621,1350,19,58052,9258,1990,28388,23,90033,8059,440,1219,91,1,0,0,0,1,0,1,0,0,0,0,0,38,45,46,65,51,1073,562,175,30625,5,304,410,888,4836,94,2038,2318,47,9768,13,742,15,3018,42629,50865,42865,757,83433,782,60240,7406,17147,303,33,66,6,Infiltration
21,11932,27,39,13691,14110,387,47,217,99,178,77,127.5,64,15964,93,8625,873,49382,89,40463,5718,3909,27195,90,22639,5683,945,4901,10,0,1,0,0,0,0,0,22,38,0,0,0,47,22,65,99,61,1258,659.5,59,3481,3,499,684,788,8109,13,3266,7338,73,9488,2,2604,25,4552,45157,59568,37330,8050,124691,154,38277,5580,177947,431,6,68,6,FTP-Patator
111,26992,15,6,4117,4810,1052,50,551,50,1212,82,647,60,2657,14,2902,4548,4322,10,42805,2300,4430,11175,80,12052,7067,3009,10519,55,0,1,0,0,1,1,0,1,9,0,0,0,40,32,91,33,97,1274,685.5,108,11664,7,434,745,974,7496,38,2467,559,92,1583,38,1255,22,1036,19462,13177,12551,8624,340177,283,12002,8794,233326,130,17,36,6,Infiltration
434,82950,17,34,2060,2606,601,65,333,27,226,92,159,19,2424,10,2683,4211,26271,78,99314,5439,3143,31244,52,55563,9393,4329,41798,11,1,0,0,0,0,1,0,1,8,0,0,0,33,55,59,80,45,1190,617.5,127,16129,6,672,376,355,7824,87,520,7605,27,1071,9,734,2,1541,12115,8609,79789,2194,373486,807,42213,3647,161121,733,35,58,6,BENIGN
256,86200,20,23,2166,4142,152,60,106,18,1332,78,705,73,8526,58,2278,4747,48771,86,10672,3058,1258,49991,11,80010,7719,1919,28126,79,1,1,0,0,0,0,1,2,0,0,0,0,39,23,2,89,85,1043,564,81,6561,2,658,388,600,3629,90,6473,970,1,3206,19,2340,9,4356,9237,57134,1268,3907,309237,702,88604,4926,381570,548,32,99,6,BENIGN
80,3291,225,9,80348,413,1178,78,628,17,628,68,348,55,190570,1408,7382,4179,40071,46,26099,3704,3258,30387,6,7711,7477,1974,39589,15,0,1,0,0,0,152,0,2,7,0,0,0,39,34,50,97,95,1461,778,183,33489,5,471,145,771,1338,33,7968,5708,27,4072,43,1069,26,890,24466,39987,86834,4768,414364,134,55725,611,53257,917,2,22,6,DDoS
60506,61,1,0,143,20,1312,95,703.5,53,724,45,384.5,77,592,178,8619,4995,33208,58,94078,1113,4046,37502,37,86214,6890,3503,35659,46,0,0,0,0,0,1,1,2,7,0,0,0,48,31,73,45,53,1023,538,71,5041,8,911,609,531,7083,48,1738,8985,18,2758,46,1450,4,3712,19828,34482,33941,7479,441460,229,12666,8240,355911,462,47,61,6,PortScan
243,92925,45,30,913,4689,1458,55,756.5,32,1445,68,756.5,24,4693,66,9134,3942,37457,77,27480,4917,1050,32814,77,97615,6171,2906,24968,97,1,1,0,0,0,1,0,2,0,0,0,0,54,42,21,27,89,1094,591.5,67,4489,4,882,486,369,6140,53,5475,8850,86,1377,34,3096,11,1446,30692,31854,44868,6122,11220,726,68561,8036,83951,931,47,61,6,Infiltration
21,18902,82,71,7372,2033,249,52,150.5,26,651,51,351,66,8274,58,1573,1472,16539,10,9783,1166,709,23030,70,62458,7726,3110,27389,78,1,1,0,0,1,1,0,33,28,0,0,0,53,58,63,94,66,1132,599,168,28224,6,436,119,559,1704,22,8615,3046,31,2238,43,2291,21,631,34799,25001,17221,735,327571,831,19264,3366,470155,677,12,78,6,FTP-Patator
60584,87,1,1,61,47,702,58,380,59,1217,63,640,65,775,98,9561,1026,34920,57,95531,7154,2237,28035,7,69127,1768,2354,47564,84,1,0,0,0,0,1,1,4,4,0,0,0,44,40,37,20,89,1322,705.5,168,28224,7,225,808,626,4622,92,9082,5433,24,4830,4,1797,19,1583,45532,43972,91424,751,349384,660,49335,3163,99793,132,48,21,6,PortScan
89,80629,45,18,3109,3281,1006,51,528.5,98,925,85,505,95,8398,17,1390,3292,24397,40,24071,2335,2282,7256,43,96328,3249,4969,9300,34,0,0,0,0,0,1,0,4,1,0,0,0,25,38,59,1,56,1399,727.5,112,12544,4,960,698,870,6033,51,1458,9356,15,2936,30,1756,36,4743,58488,42249,35960,9689,299722,273,66778,9006,195665,929,49,66,6,BENIGN
21,27935,98,30,8640,19641,266,58,162,28,298,57,177.5,78,6768,59,4824,3360,1751,2,7434,6661,4940,48873,39,41310,1717,4629,33336,60,0,1,0,0,1,0,0,28,31,0,0,0,41,55,56,1,50,1435,742.5,78,6084,5,239,931,322,3211,22,211,4083,5,5964,48,261,26,2658,53897,30588,46426,7834,330671,417,52661,9983,375843,961,41,47,6,FTP-Patator
332,83969,33,31,4643,4049,676,48,362,82,306,65,185.5,44,4858,21,2252,3901,32013,92,50551,6032,1036,49053,66,17045,4127,4099,23270,64,0,0,0,0,1,0,0,2,2,0,0,0,23,35,77,94,80,1283,681.5,92,8464,3,506,176,834,776,95,5329,6860,92,4240,3,4285,41,3790,15023,18112,50888,9160,367474,505,81809,7182,94734,480,9,28,6,BENIGN
80,4247,55,14,15851,9898,1375,92,733.5,78,1272,86,679,67,29863,498,3760,3252,15494,77,97338,6274,3755,32337,89,96751,8162,4965,42714,45,0,0,0,0,0,1,1,15,12,0,0,0,48,26,93,37,88,1033,560.5,78,6084,1,495,380,697,6201,10,6327,2641,13,1635,34,2066,4,1734,61744,51636,70753,9216,438877,918,32697,8669,87613,274,15,64,6,Web Attack - XSS
134,86613,49,26,2768,3784,1377,71,724,56,1444,68,756,90,3484,47,1996,1413,6820,45,51020,6612,474,3974,96,38699,4648,2045,6135,99,0,0,0,0,0,1,0,2,2,0,0,0,50,49,92,83,40,1113,576.5,56,3136,6,801,794,109,3615,42,9978,8813,64,6271,37,4236,14,914,37279,30122,23086,8796,108430,54,85020,979,451653,610,2,28,6,Infiltration
319,20305,23,20,3399,3268,779,62,420.5,56,283,41,162,99,2140,94,9315,3444,6347,32,81760,2621,4037,35990,22,47780,1277,2298,46557,58,0,0,0,0,1,1,0,1,5,0,0,0,21,33,67,56,42,1471,756.5,169,28561,6,211,454,688,9657,40,9801,6864,79,2938,33,1947,13,4619,51637,33345,8126,321,237754,829,28047,9464,488207,941,11,35,6,BENIGN
18734,67361,92,93,8323,7677,1253,76,664.5,32,127,68,97.5,96,1345,5,8524,2295,34209,73,35422,7724,3636,22330,79,64350,9681,521,2984,36,1,0,0,0,1,1,0,0,7,0,0,0,32,39,4,6,65,1263,664,150,22500,7,150,599,240,1277,47,78,6780,72,2871,45,1600,5,1919,11158,16810,60342,2814,106243,582,68999,8408,168853,276,47,78,6,Bot
80,3835,139,7,55512,735,529,50,289.5,89,319,59,189,17,347753,4959,3756,3606,41765,75,10241,4060,3892,9732,99,38302,1206,974,47870,67,0,1,0,0,0,150,1,4,4,0,0,0,58,34,13,82,83,1486,784.5,150,22500,7,391,837,678,5402,29,7367,322,52,5097,23,191,20,1379,11179,48046,86425,6656,271493,206,10731,5882,34036,338,20,64,6,DoS Hulk
80,4008,696,7,68951,484,1073,77,575,33,791,44,417.5,49,461331,919,4682,1206,12541,59,78865,4303,4919,29937,42,33053,5779,437,28149,53,1,1,0,0,1,167,0,3,2,0,0,0,35,59,36,92,59,1051,555,177,31329,3,502,762,588,5642,42,3008,7730,0,6957,22,2331,19,2402,9644,53005,4300,1406,404225,589,23907,2149,129433,418,4,53,6,DDoS
211,13251,14,31,3757,4464,217,70,143.5,64,1442,51,746.5,36,2063,72,2679,1158,26918,30,93914,8492,826,4129,74,38305,3134,2060,14766,81,1,0,0,0,0,1,0,2,6,0,0,0,49,50,3,62,46,1456,751,159,25281,6,191,497,518,5199,53,9631,7172,27,575,39,3746,5,4325,30213,31549,18203,6257,466070,459,88280,3057,198954,833,14,45,6,BENIGN
58085,221209,80,71,6279,6060,697,60,378.5,63,775,98,436.5,34,1843,23,2282,801,4896,19,35842,2042,4690,33139,76,95926,6606,572,26097,1,1,1,0,0,0,0,1,0,3,0,0,0,20,43,51,70,52,1135,593.5,176,30976,0,576,616,505,2471,71,252,1814,88,6119,36,4595,35,4823,58165,49156,71874,178,279881,582,47007,2363,336035,829,2,59,6,Bot
21,38991,82,32,6235,15316,1321,52,686.5,74,465,43,254,41,8914,118,7873,3439,34408,75,66529,7391,3861,3064,48,40717,2850,1374,14248,11,0,1,0,0,0,0,1,15,21,0,0,0,23,33,59,29,44,1455,749.5,111,12321,2,738,507,560,1059,50,1504,1233,96,9231,30,1956,20,1805,64654,62717,69569,1912,489236,434,98778,7360,337917,834,23,29,6,FTP-Patator
43018,88378,62,67,1689,6051,1321,95,708,20,283,78,180.5,89,4095,45,9334,4888,36362,72,84401,7621,4125,49110,23,12273,9157,2227,39558,79,0,0,0,0,0,0,1,2,4,0,0,0,41,21,84,34,67,1355,711,179,32041,7,364,578,836,6567,10,350,5629,25,3553,46,479,44,1331,58461,58186,63708,1811,221239,328,58100,6724,468514,472,36,71,6,Bot
21,16638,78,89,5496,17075,659,56,357.5,35,849,83,466,87,11933,116,8835,1942,31076,2,34014,383,1049,21214,88,51858,8113,2686,45025,76,0,1,0,0,0,1,0,46,36,0,0,0,49,30,28,89,46,1348,697,140,19600,6,386,945,160,904,23,903,7113,44,1845,7,3689,32,2500,21517,51368,76694,579,206516,696,7426,3241,490432,680,2,21,6,FTP-Patator
21,9258,95,58,19503,14668,841,99,470,54,186,57,121.5,91,8981,33,2607,3147,5234,60,86533,757,3048,46877,79,30287,219,2757,40213,24,1,0,0,0,1,1,0,45,26,0,0,0,42,36,35,28,79,1021,550,68,4624,2,375,782,624,2927,95,1331,2285,62,9251,33,643,15,224,16572,25494,73171,5056,430332,857,49792,119,346207,676,34,87,6,FTP-Patator
80,1593,921,9,43591,311,456,86,271,18,470,81,275.5,23,442000,3388,1931,1407,40865,75,89740,6716,2966,22917,67,48518,3923,2608,29915,21,1,0,0,0,0,185,1,4,8,0,0,0,26,31,92,12,92,1237,664.5,53,2809,2,927,276,950,6902,81,345,7905,59,5017,28,2931,21,986,23254,46620,18373,3990,389434,609,23261,8588,126877,453,49,83,6,DoS Hulk
109,63740,40,43,1277,4632,672,96,384,55,272,68,170,73,8276,17,4218,3502,17589,70,47628,1412,4463,27167,60,7252,6389,3054,47333,34,0,0,0,0,0,0,0,4,1,0,0,0,46,28,43,1,41,1163,602,122,14884,9,394,723,977,658,53,1785,7123,87,4922,11,4178,21,4583,55430,12456,62345,5383,437110,561,18350,5518,27102,731,11,65,6,BENIGN
426,18634,34,9,4277,4113,819,74,446.5,64,784,67,425.5,92,2689,12,1604,813,47061,70,78218,5012,2855,35693,28,68822,5755,333,10330,26,0,0,0,0,1,0,0,3,3,0,0,0,56,35,88,92,88,1141,614.5,183,33489,6,942,646,997,8917,41,3819,9421,95,8498,29,2216,36,3636,8425,57641,50604,5689,283184,145,38000,2535,449613,977,27,83,6,Infiltration
7491,65,4,0,56,13,162,92,127,32,1114,84,599,60,394,120,3676,589,45480,39,10890,8073,2322,41111,82,8802,2702,4197,10803,41,1,1,0,0,0,1,0,2,3,0,0,0,53,44,47,87,69,1378,723.5,79,6241,1,127,778,544,3961,46,1438,6731,7,2498,26,3021,42,4795,62763,11339,35939,6226,356717,556,66418,8034,464136,352,42,44,6,PortScan
310,66493,40,38,3087,2991,438,67,252.5,81,448,92,270,14,6999,99,6426,1909,47653,57,12269,468,556,17533,9,27449,6395,4301,2784,7,1,0,0,0,1,1,0,1,3,0,0,0,25,26,88,7,45,1210,627.5,98,9604,5,659,165,905,3517,79,1719,3137,88,6028,30,1051,26,2252,59226,28240,85759,3063,264818,994,90466,3048,293030,513,6,77,6,Infiltration
56707,80,2,0,144,44,1189,57,623,80,1361,59,710,74,401,139,7766,1655,18998,95,63778,2886,2905,23174,79,23817,2460,1405,14405,46,1,1,0,0,0,1,0,4,3,0,0,0,25,54,10,85,97,1041,569,80,6400,0,216,211,861,6620,38,9200,4223,8,7978,29,2414,30,2696,19822,32662,13020,9328,295023,34,29990,3335,332577,251,21,34,6,PortScan
16518,42,1,0,199,64,462,83,272.5,76,147,70,108.5,25,789,149,8382,4007,10190,84,44622,4919,1668,39454,39,17350,4751,4436,39031,41,0,1,0,0,0,1,1,4,5,0,0,0,57,30,95,66,52,1305,678.5,145,21025,9,396,705,228,6070,65,5101,3183,87,3121,9,1542,10,2672,28853,53867,74358,3812,43803,809,93257,5808,381944,205,26,80,6,PortScan
80,3969,978,0,91787,78,451,42,246.5,22,846,89,467.5,58,494178,1289,8286,2048,5688,38,75484,1451,4256,33389,25,51553,8922,4014,3470,89,0,1,0,0,0,152,1,1,3,0,0,0,21,21,93,67,79,1478,778.5,82,6724,9,222,351,849,6801,21,3504,739,73,2161,33,2312,34,2965,40910,52601,40902,3171,53178,389,39664,1373,366179,491,1,42,6,DDoS
21,40375,81,93,2603,17162,454,77,265.5,42,1315,89,702,77,9911,40,1591,617,22505,65,40599,2881,451,21436,51,84000,4900,758,49392,32,0,0,0,0,0,1,1,28,23,0,0,0,43,32,69,65,98,1303,700.5,133,17689,1,642,654,285,5780,16,4711,9524,40,6015,2,1645,25,4751,14664,59149,3847,7797,158729,254,71720,3637,209950,195,18,44,6,FTP-Patator
80,453,312,8,20743,13,1002,42,522,28,1062,56,559,27,460663,4175,3101,1567,44512,26,80047,5032,1527,14369,4,33363,2103,2337,47720,27,0,0,0,0,1,75,0,1,2,0,0,0,20,30,44,59,89,1084,586.5,121,14641,9,314,734,160,3436,49,3783,1880,66,904,46,405,33,2306,33786,9057,34373,8718,81361,914,50371,8013,108748,483,45,64,6,DoS Hulk
189,12863,9,32,4749,2260,804,89,446.5,98,1398,96,747,12,2259,80,5665,3725,45390,86,96146,6812,3954,27282,83,2924,2882,4372,44905,85,1,0,0,0,0,0,1,3,8,0,0,0,45,58,40,19,52,1079,565.5,56,3136,4,959,858,814,2571,9,7770,7689,45,7190,9,2315,14,181,45418,25357,59065,3766,448256,615,13724,7689,150256,84,17,25,6,Infiltration
80,4514,115,0,20312,836,382,59,220.5,43,1276,55,665.5,48,423060,3211,8285,472,25896,31,85777,1928,3023,24917,61,91138,1126,1847,28856,28,1,1,0,0,0,181,0,1,3,0,0,0,53,55,68,17,97,1433,765,164,26896,2,122,742,199,2472,50,4700,6156,8,8287,9,3899,28,2327,17768,14182,26711,429,432517,424,28002,4187,209719,170,1,58,6,DoS Hulk
208,71756,49,23,4016,3813,259,46,152.5,75,970,95,532.5,10,3954,81,3446,3786,15755,70,52097,1691,3858,12830,15,57652,7688,2322,33864,70,1,0,0,0,1,0,0,3,0,0,0,0,32,49,29,2,67,1357,712,188,35344,0,972,557,738,6262,43,6826,6845,14,2183,16,3524,23,2539,50635,36165,41975,227,438145,176,30405,1218,290101,409,32,46,6,BENIGN
253,9177,9,46,1671,804,1439,89,764,39,713,90,401.5,77,9996,25,6753,2035,7733,88,38339,3053,1902,3520,21,77425,5651,1544,1021,50,0,0,0,0,0,0,1,4,2,0,0,0,20,24,2,65,41,1062,551.5,190,36100,0,812,727,292,1482,56,3282,8927,67,6416,3,1175,9,4759,24262,14087,49666,5815,456969,778,71749,4323,437663,323,18,97,6,BENIGN
80,4853,527,3,61130,723,409,93,251,65,730,52,391,24,203532,1033,858,1427,17740,69,29019,1908,2548,41675,72,83017,8376,4254,36156,13,0,1,0,0,1,57,0,1,1,0,0,0,56,52,5,31,83,1000,541.5,176,30976,6,191,827,315,5999,2,8470,176,27,2757,12,1842,49,1789,63986,52858,12484,6849,111652,552,31742,1486,380105,549,36,90,6,DoS Hulk
174,34229,26,29,2498,3210,621,49,335,20,1089,42,565.5,81,5324,87,2972,3977,33756,48,50567,5768,3651,20552,85,87020,8793,611,30777,75,0,1,0,0,1,1,0,0,5,0,0,0,55,59,83,59,48,1278,663,61,3721,9,627,952,294,3111,94,2516,158,25,8382,2,3491,7,4141,26402,26483,68349,3593,363233,464,37664,8626,245457,613,34,47,6,BENIGN
80,16726,73,23,5760,42895,882,58,470,80,1271,76,673.5,29,13373,489,950,3706,11548,91,97176,9524,2643,2707,87,82222,4675,415,33806,97,0,1,0,0,1,0,0,16,11,0,0,0,29,34,46,77,75,1089,582,75,5625,3,229,695,741,4890,36,2116,3022,42,609,12,3667,1,1282,51804,27542,75020,1784,108742,602,80385,6774,144051,197,19,29,6,Web Attack - XSS
28284,308463,76,29,6518,8321,172,65,118.5,29,1369,76,722.5,48,3135,38,9786,2865,17736,98,44529,2744,2016,19004,6,41311,1248,1170,17844,63,0,1,0,0,1,1,1,3,8,0,0,0,22,41,86,58,81,1193,637,59,3481,4,373,772,633,610,46,6108,6458,7,8796,29,1470,30,1514,44008,14234,13833,5720,467146,6,6256,645,281733,333,5,51,6,Bot
318,74784,18,12,4192,4263,110,97,103.5,47,266,67,166.5,15,6611,14,2578,3492,2854,53,48934,6696,4952,33195,97,56466,1464,3808,22467,29,1,1,0,0,0,0,1,2,0,0,0,0,44,29,76,38,64,1186,625,146,21316,3,958,414,377,5125,26,7711,4147,94,7228,5,3152,19,3931,11317,64869,35468,1817,143444,260,98933,9992,389874,737,2,25,6,Infiltration
